psa_nr;aufstellort;bezirk_gebiet;abschnitt_von;abschnitt_bis;stellplaetze;roter_punkt;gebuehrenzeit;gebuehr_je_15_min_euro;hoechtsparkdauer_stunde;tagesgebuehr_euro;tarifzone;geokoordinate_nord;geokoordinate_ost
729;Longericher Hauptstr. 74;Nippes;Dionysstr.;Grethenstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9968498645972;6,90532263456921
730;Grethenstr. 17;Nippes;Eliasgasse;Militärring;16;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9976987135611;6,90406922875926
731;Bennauerstr.;Porz;Hauptstr.;Friedrich-Ebert-Ufer;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8829054530036;7,05545815172625
732;Berliner Str. 15/17;Mülheim;Von-Sparr-Str.;Clevischer Ring;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9700095472047;7,00777471790888
733;Berliner Str. 43;Mülheim;Von-Sparr-Str.;Clevischer Ring;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9707645176241;7,00907513598988
734;Ostlandstr. ggü. 14;Weiden-Süd;Breslauer Str.;Königsberger Str.;11;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9355760745526;6,84232127251243
735;Brücker Mauspfad 623;Kalk;Petersenstr.;Olpener Str.;4;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9482647214161;7,07938311433699
736;Ostlandstr. ggü. 23;Weiden-Süd;Königsberger Str.;Stettiner Str.;9;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9356778638251;6,84081145913679
737;Ostheimer Str. 21;Kalk;Waldstr.;Würzburger Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9335858190695;7,01889291582293
738;Ostheimer Str. 30;Kalk;Würzburger Str.;Kuthstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9333471377436;7,01965957118353
739;Universitätsstr. 81;Lindenthal Nord I;Gottfried-Keller-Str.;Danteweg;19;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9343894230439;6,92419259357226
740;Oskar-Jäger-Str. 4;Ehrenfeld;Stolberger Str.;Kohlenstr.;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9420855770793;6,90891068649173
741;Friedenstr. 22;Pantaleonsviertel;Martinsfeld;Wilh.-Hoßdorf-Str.;23;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9288253685665;6,95284278461353
742;Kurfürstenstr. 4;Südliche Neustadt II;Bonner Str.;Alteburger Str.;22;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9198976547632;6,96054317116104
743;Heidestr. 238;Porz;Magazinstr.;Linder Mauspfad;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,8590380061925;7,10598944743128
744;Heidestr. 243;Porz;Linder Mauspfad;Magazinstr.;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,8591949791172;7,10637494141114
745;Merheimer Straße;Nippes;Mauenheimer Straße;Simon-Meister-Straße;21;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9662688017095;6,94743717125537
746;Bobstr. 18;Griechenmarktviertel;Thieboldsgasse;Clemensstr.;18;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9336747146324;6,94658629404406
747;Fleischmengergasse 8;Griechenmarktviertel;Bayardsgasse;Kl. Griechenmarkt;33;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9331166016908;6,94860559331793
748;Fleischmengergasse 41;Griechenmarktviertel;Lungengasse;Bayardsgasse;16;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9344566468803;6,94872648751168
749;Im Laach 18;Griechenmarktviertel;Neumarkt;Lungengasse;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,935321037441;6,94567996969418
750;Kleiner Griechenmarkt 43;Griechenmarktviertel;Gr. Griechenmarkt;Schemmergassse;21;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9319362588357;6,94855302334781
751;Mauritiussteinweg 83;Griechenmarktviertel;Marsilstein;Bobstr.;21;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9348870973728;6,94488365847149
752;Mauritiussteinweg 43;Griechenmarktviertel;Alexianerstr.;Kl. Telegaphenstr.;32;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9318380530225;6,94589054082761
753;Mauritiuswall ggü. 31;Griechenmarktviertel;Jahnstr.;Schaevenstr.;41;GRI;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9325262440255;6,94156986156894
754;Mauritiuswall 3;Griechenmarktviertel;Jahnstr.;Friedrichstr.;14;GRI;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9309831911162;6,94225910779277
755;Großer Griechenmarkt 60;Griechenmarktviertel;Poststr.;Bachemstr.;36;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9321871509777;6,95203715884318
756;Marsilstein 4;Griechenmarktviertel;Mauritiussteinweg;Am Rinkenpfuhl;7;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9352685770222;6,94409689067076
757;Mauritiussteinweg 2;Griechenmarktviertel;Kl. Telegaphenstr.;Griechenpforte;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9305046912602;6,94720901868509
758;Neuköllner Str. 1;Griechenmarktviertel;Cäcilienstr.;Leonh.-Tietz-Str.;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9347557288012;6,95290411260753
759;Schillerstr. 3-11;Bayenthal I;Mathiaskirchplatz;Schönhauser Str.;6;BAY I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
760;Schillerstr. 6;Bayenthal I;Schönhauser Str.;Thomas-Mann-Str.;16;BAY I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
761;Rathausstr. 24;Porz;Hauptstr.;Friedrich-Ebert-Ufer;11;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8867244111838;7,0548361290782
762;Sülzgürtel 53 (Mittelinsel);Sülz-Nord II;Mommsenstr.;Münstereifeler Str.;36;Sülz-N II;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;9;Ja;500119;;
763;Geibelstr. 29;Lindenthal Süd I;Dürenerstr.;Arno-Holz-Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;0;;500036;50,9303780579849;6,91698568587439
764;Adolphstr. 29;Deutz I;Gotenring;Helenenwallstr.;29;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9352222101872;6,97524672995919
765;Ostlandstr. 17;Weiden-Süd;Königsberger Str.;Stettiner Str.;13;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9355831056778;6,84114337189543
766;Flotowstraße ggü Nr. 1;Lindenthal Süd II;Lindenburger Allee;Schumannstr.;12;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9288080785518;6,91501844593515
767;Constantinstr. 84;Deutz I;Opladener Str.;Von-Sandt-Platz;27;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;2;;500071;50,9392349647797;6,97636361337599
768;Constantinstr. 90;Deutz I;Von-Sandt-Platz;Gotenring;2;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;2;;500071;50,9390490859063;6,97759366385216
769;Deutzer Freiheit 111;Deutz I;Justinianstr.;Graf-Geßler-Str.;3;;Mo-Sa 09:00 - 18:00;1,00 €;2;;500025;50,9370037096433;6,97712183728992
770;Eupener Str. 86;Pauliviertel;Eschweiler Str.;Stolberger Str.;17;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,9415166912588;6,88955292449919
771;Gotenring 6;Deutz I;Deutzer Freiheit;Reischplatz;14;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9364720489005;6,97769283433431
772;Gotenring 38;Deutz I;Arnoldsstr.;Schaurtestr.;15;DEUTZ I + II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,933979725101;6,97720170754341
773;Gotenring 7;Deutz II;Thusneldastr.;Eumeniusstr.;26;DEUTZ I + II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9358938418703;6,97798758414995
774;Gotenring 18;Deutz I;Reischplatz;Adolphstr.;17;DEUTZ I + II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9357208094336;6,97761201443153
775;Gotenring 21;Deutz II;Alarichstr.;Thusneldastr.;23;DEUTZ I + II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9346905704505;6,97776964792181
776;Gotenring 24;Deutz I;Adolphstr.;Lorenzstr.;11;DEUTZ I + II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9350051791127;6,97748901179981
777;Gotenring 31;Deutz II;Markomannenstr.;Alarichstr.;11;DEUTZ I + II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9340703494439;6,97758645274574
778;Gotenring 36;Deutz I;Lorenzstr.;Arnoldsstr.;11;DEUTZ I + II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9344150807856;6,97735273006182
779;Gotenring 51;Deutz II;Langobardenstr.;Suevenstr.;9;DEUTZ I + II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9327119600442;6,97651545768463
780;Helenenwallstr. 16;Deutz I;Adolphstr.;Lorenzstr.;16;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9349323335538;6,97579161789891
781;Karlstr. 38;Deutz I;Düppelstr.;Theodor-Babilon-Str.;11;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9377610301042;6,97309671178872
782;Kasemattenstr. 2;Deutz I;Justinianstr.;Graf-Geßler-Str.;12;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,938094090013;6,97731420163219
783;Arndtstr. 19;Weiden-Nord;Lönsstr.;Römerstr. (Wendehammer);13;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9395745898752;6,83911205847971
784;Flotowstraße 56;Lindenthal Süd II;Lindenburger Allee;Theresienstraße;18;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9283975718341;6,91412639372687
785;Kendenicher Str. ggü. 2;Zollstock;Hönninger Weg;Fischenicher Str.;36;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
786;Neuhöfferstr. 28;Deutz I;Constantinstr.;Siegesstr.;10;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9392033311487;6,97499640908956
787;Ostlandstr. ggü. 55;Weiden-Süd;An der alten Post;Freiburger Str.;11;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9357830279398;6,83219751793126
788;Schaurtestr. 8;Deutz I;Gotenring;Helenenwallstr.;23;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,933452503241;6,97593735980167
789;Siegburger Str. 105;Deutz I;Wahner Straße;Benjaminstraße;14;DEUTZ I;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9331223727422;6,97073952143544
790;Siegburger Str. 75;Deutz I;Benjaminstraße;Arminiusstr.;14;DEUTZ I;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9347362141192;6,97056396038317
791;Siegburger Str. 95;Deutz I;Tempelstraße;Benjaminstraße;16;DEUTZ I;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9339013371977;6,97063468840978
792;Siegesstr. 6;Deutz I;Mindenerstr.;Düppelstr.;5;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9384859360348;6,97243292205157
793;Siegesstr. 24;Deutz I;Düppelstr.;Neuhöfferstr.;7;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9387129010674;6,9739323618213
794;Eupener Str. ggü. 62;Pauliviertel;Clara-Immerwahr-Weg;Stolberger Str.;10;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,9405371244309;6,8894712096824
795;Stolberger Str. 321;Pauliviertel;Eupener Str.;Maarweg;7;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,9421639018675;6,89092232680037
796;Alarichstr. 42;Deutz II;Custodisstr.;Totilastr.;29;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9334318950159;6,98142489322681
797;Alarichstr. 55;Deutz II;Totilastr.;Waltharistr.;32;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9335640092632;6,98137437459022
798;Alarichstr. 8;Deutz II;Gotenring;Custodisstr.;36;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9340211689013;6,97853611259522
799;Custodisstr. 16;Deutz II;Markomannenstr.;Suevenstr.;12;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9325041980935;6,97949458605666
800;Deutz-Kalker Str. 2;Deutz II;Gotenring;Östl. Zubringerstr.;6;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9369521432484;6,97855414483962
801;Deutz-Kalker Str. 50;Deutz III;Östl. Zubringer;Eitorfer Str.;10;;Mo-So 09:00 - 23:00;1,00 €;4;;500009;50,9372466029164;6,98324536958059
802;Deutz-Kalker Str. 37-39;Deutz III;Deutzer Ring;Betzdorfer Str.;20;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9368800595119;6,99113629602356
803;Deutz-Kalker Str. ggü. 114;Deutz III;Betzdorfer Str.;Eitorfer Str.;11;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9364806212451;6,98683611778696
804;Deutz-Kalker Str. 124;Deutz III;Betzdorfer Str.;Deutzer Ring;32;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,936598872744;6,98969589307062
805;Deutz-Kalker Str. 142;Deutz III;Betzdorfer Str.;Deutzer Ring;34;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9366673054813;6,99188227477206
806;Justinianstr. 2;Deutz II;Deutz-Kalker Str.;Constantinstr.;4;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9373719343569;6,97815561018046
807;Markomannenstr. 6;Deutz II;Gotenring;Custodisstr.;32;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9333178808907;6,97818650194395
808;Eitorfer Str. ggü. 23;Deutz III;Deutz-Kalker Str.;Reitweg;8;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9355948303774;6,98427507738421
809;Eitorfer Str. 25;Deutz III;Deutz-Kalker Str.;Reitweg;47;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,935511690163;6,98536283124417
810;Reitweg (Wendehammer);Deutz III;Eitorfer Str.;Sportplätze;40;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9336793226021;6,98662695500456
811;Reitweg;Deutz III;Eitorfer Str.;Sportplätze;40;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9347190185783;6,98675162872099
812;Reitweg 3;Deutz III;Eitorfer Str.;Sportplätze;40;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9355432688676;6,9867887197324
813;Reitweg 2-4;Deutz III;Deutz-Kalker Str.;Eitorfer Str.;20;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9361283826269;6,98646807925968
814;Kennedy-Ufer;Deutz;Messeplatz;Ausfahrt Hyatt;14;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;14;;500064;50,9417073735826;6,96926841242663
815;Agrippastr. 12;Georgsviertel;Krummer Büchel;Hohe Pforte;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9334999222875;6,95520386943781
816;freie Nummer (ehemals Oststr. 12 Rückseite);Rodenkirchen;Bezirksamt;P-Pl. PSA 21;18;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,8925056493099;6,9965799352775
817;Fürstenbergstr. 33;Mülheim;Frankfurter Str.;Jan-Wellem-Str.;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9593903242276;7,00692692053262
818;Merkerhofstr. 11;Mülheim;Jan-Wellem-Str.;Frankfurter Str.;15;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9601499522804;7,00669243002921
819;Auf Rheinberg 7;Georgsviertel;Rheingasse;Filzengraben;7;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341614464885;6,96269458834608
820;Bayenthalgürtel ggü. 10;Bayenthal II;Alteburger Str.;Goltsteinstr.;20;BAY II;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;
821;Am Rinkenpfuhl 57;Griechenmarktviertel;Schaafenstr.;Hahnenstr.;16;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9355526052985;6,94279975738112
822;Aachener Straße ggü. 1238;Weiden-Süd;Berliner Str.;An der Alten Post;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,938243748917;6,83141499345124
823;Breslauer Platz;Gereonsviertel;;;4;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9440969854527;6,95904747935486
824;Clemensstr. 31;Griechenmarktviertel;Spinnmühlengasse;Lungengasse;22;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9348461858463;6,94572834462404
825;Hahnenstr. 51;Griechenmarktviertel;Pilgrimstr.;Am Rinkenpfuhl;9;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9358200992789;6,94150618495223
826;Rubensstr. 18;Griechenmarktviertel;Balduinstr.;Am Rinkenpfuhl;25;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9340239643206;6,94227755535898
827;Schaafenstr. 51;Griechenmarktviertel;Mauritiuswall;Balduinstr.;13;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9348126005864;6,94121728547394
828;Schaevenstr. 6 - 10;Griechenmarktviertel;Humboldtstr.;Mauritiuswall;5;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,933339011628;6,94151964118183
829;Thieboldsgasse 139;Griechenmarktviertel;Neumarkt;Lungengasse;9;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9353848693869;6,94770077737976
830;Thieboldsgasse 99;Griechenmarktviertel;Spinnmühlengasse;Bobstr.;9;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9339600443705;6,94745969155057
831;Thieboldsgasse 92;Griechenmarktviertel;Bayardsgasse;Alexianerstr.;20;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9331729265467;6,94750436305656
832;Weyerstr. 35;Griechenmarktviertel;Huhnsgasse;Gr Telegaphenstr.;31;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9303758836429;6,94483856676335
833;Weyerstr. 74;Griechenmarktviertel;Huhnsgasse;Gr Telegaphenstr.;30;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,930465627025;6,94395317070333
834;Weseler Straße 11;Nippes;;;16;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9666509292922;6,94801683955845
835;Mauenheimer Straße 79;Nippes;Gocher Straße;Merheimer Straße;12;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9681547740093;6,94845847162411
836;Mauenheimer Straße 95;Nippes;Gocher Straße;Merheimer Straße;11;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9687288310621;6,94771548519477
837;Haselnußweg 23;Chorweiler;Haselnußweg;Haselnußweg (Parkplatz);7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;51,010866000027;6,90617476062639
838;Siegburger Str. 308;Porz;Im Gartenhof;Jakob-Kneip-Str.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9171137046047;6,9895995348097
839;Mauritiuswall 72;Griechenmarktviertel;Schaafenstr.;Rubensstr.;25;GRI;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9341646644223;6,94079993841568
840;An der Münze 15;Nördliche Neustadt;Theodor-Heuss-Ring;Wörthstr.;28;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9522254315607;6,96560335673046
841;An der Münze 8;Nördliche Neustadt;Theodor-Heuss-Ring;Wörthstr.;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9514262262184;6,965927094831
842;Belfortstr. 9;Nördliche Neustadt;Clever Straße;Riehler Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9521516752302;6,96361375798296
843;Belfortstr. 12;Nördliche Neustadt;Clever Straße;Riehler Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9528730696862;6,96353931205665
844;Clever Str. 11 (Theodor-Heuss-Park);Nördliche Neustadt;Theodor-Heuss-R.;Theodor-Heuss-R.;39;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9503926986836;6,96285424111216
845;Clever Str. ggü. 15;Nördliche Neustadt;Theodor-Heuss-Ring;Sedanstraße;11;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9510614555154;6,96368228351106
846;Clever Str. 13;Nördliche Neustadt;Sedanstraße;Theodor-Heuss-Ring;7;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9513491714201;6,96368082624195
847;Clever Str. 20;Nördliche Neustadt;Sedanstraße;Wörthstraße;20;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9520661881977;6,96449201588696
848;Clever Str. 33;Nördliche Neustadt;Wörthstraße;Sedanstraße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9525378169219;6,9646497480281
849;Clever Str.;Nördliche Neustadt;Wörthstraße;Riehler Straße;28;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9535469343765;6,96577475559877
850;Clever Str.;Nördliche Neustadt;Riehler Straße;Wörthstraße;18;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9540682560569;6,96603702501113
851;Mevissenstr. 2 a;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;35;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,953867473918;6,96681703079687
852;Mevissenstr. 14;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;30;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9528584665694;6,9678856124619
853;Oppenheimstr. 18;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;19;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9539261667548;6,96912971623641
854;Oppenheimstr. 11;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9543735916988;6,96921343808175
855;Oppenheimstr. 10;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9549186482451;6,96900876940107
856;freie Nummer (ehemals Konrad-Adenauer-Ufer ggü. 83);lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;
857;Konrad-Adenauer-Ufer ggü. 101;lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9522100747954;6,9687538637488
858;freie Nummer (ehemals Konrad-Adenauer-Ufer ggü. 58);lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;14;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;
859;Riehler Str. 26;Nördliche Neustadt;Sedanstraße;Belfortstraße;13;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9529283273641;6,96224865136935
860;Sedanstr. 16;Nördliche Neustadt;Riehler Straße;Clever Straße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9517503826756;6,96309918971596
861;Sedanstr. 8;Nördliche Neustadt;Riehler Straße;Clever Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9519590695612;6,96194912621195
862;Sedanstr. 29;Nördliche Neustadt;Clever Straße;Theodor-Heuss-Ring;9;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9513675639782;6,96428577746525
863;Sedanstr. 33;Nördliche Neustadt;Theodor-Heuss-Ring;Clever Straße;11;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9511629917988;6,965035223596
864;Theodor-Heuss-Ring 21;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;14;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,950831464172;6,96425571324685
865;Theodor-Heuss-Ring 23;Nördliche Neustadt;Sedanstr.;Clever Straße;28;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9507545989304;6,96519277831424
866;Theodor-Heuss-Ring 19-21;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;21;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9506083;6,9656719
867;Theodor-Heuss-Ring 11;Nördliche Neustadt;Clever Straße;Riehler Straße;56;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9509863246533;6,96225577366034
868;Theodor-Heuss-Ring 9;Nördliche Neustadt;Clever Straße;Riehler Straße;58;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9510392229653;6,96118659185051
869;Worringer Str. 4-8;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9543721214562;6,96760104173042
870;Worringer Str. 21;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;24;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9537205822182;6,9684997919221
871;Wörthstr. 32;Nördliche Neustadt;Clever Straße;Konrad-Adenauer-Ufer;41;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9520982710925;6,96706294821932
872;Wörthstr. 7;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9528024994908;6,9660348831258
873;Wörthstr. 17;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9523192589999;6,96702760680047
